Mud|mʌd|n.|Soft wet earth.  fling (or sling or throw) mud speak disparagingly or slanderously. One's name is mud one is in disgrace. [german]
Multiply|ˈmʌl·təˌplɑɪ|v. (-ies, -ied)|1 (also absol.) Obtain from (a number) another that is a specified number of times its value (multiply 6 by 4 and you get 24). 2 increase in number, esp. By procreation. 3 produce a large number of (instances etc.). 4 a breed (animals). B propagate (plants). [latin multiplico: related to *multiplex]
Murder|ˈmɜr·dər|—n.|1 intentional unlawful killing of a human being by another. 2 colloq. Unpleasant, troublesome, or dangerous state of affairs. —v. 1 kill (a human being) intentionally and unlawfully. 2 colloq. A utterly defeat. B spoil by a bad performance, mispronunciation, etc.  cry blue murder colloq. Make an extravagant outcry. Get away with murder colloq. Do whatever one wishes and escape punishment.
Muscle|ˈmʌs·əl|—n.|1 fibrous tissue producing movement in or maintaining the position of an animal body. 2 part of an animal body that is composed of muscles. 3 strength, power. —v. (-ling) (foll. By in, in on) colloq. Force oneself on others; intrude by forceful means.  not move a muscle be completely motionless. [latin diminutive of mus mouse]
Museum|mjʊˈzi·əm|n.|Building used for storing and exhibiting objects of historical, scientific, or cultural interest. [greek: related to *muse2]
Musical|ˈmju·zɪ·kəl|—adj.|1 of music. 2 (of sounds etc.) Melodious, harmonious. 3 fond of, sensitive to, or skilled in music. 4 set to or accompanied by music. —n. Musical film or play.  musicality n. Musically adv.
Musician|mjuˈzɪʃ·ən|n.|Person who plays a musical instrument, esp. Professionally.  musicianly adj. Musicianship n. [french: related to *music]
Music|ˈmju·zɪk|n.|1 art of combining vocal or instrumental sounds in a harmonious or expressive way. 2 sounds so produced. 3 musical composition. 4 written or printed score of this. 5 pleasant natural sound.  music to one's ears something one is pleased to hear. [greek: related to *muse2]
My|mɑɪ|poss.|Pron. (attrib.) 1 of or belonging to me. 2 affectionate, patronizing, etc. Form of address (my dear boy). 3 in expressions of surprise (my god!; oh my!). 4 colloq. Indicating a close relative etc. Of the speaker (my johnny's ill again).  my lady (or lord) form of address to certain titled persons. [from *mine1]
Myself|mɑɪˈself|pron.|1 emphat. Form of *i2 or *me1 (i saw it myself). 2 refl. Form of *me1 (i was angry with myself).  be myself see *oneself. I myself i for my part (i myself am doubtful). [old english: related to *me1, *self]
Mysterious|mɪˈstɪər·i·əs|adj.|Full of or wrapped in mystery.  mysteriously adv. [french: related to *mystery]
Mystery|ˈmɪs·tər·i|n. (pl. -ies)|1 secret, hidden, or inexplicable matter. 2 secrecy or obscurity. 3 (attrib.) Secret, undisclosed (mystery guest). 4 practice of making a secret of things (engaged in mystery and intrigue). 5 (in full mystery story) fictional work dealing with a puzzling event, esp. A murder. 6 a religious truth divinely revealed. 7 (in pl.) A secret religious rites of the ancient greeks, romans, etc. B archaic eucharist. [greek musterion: related to *mystic]
Nail|neɪl|—n.|1 small metal spike hammered in to join things together or as a peg or decoration. 2 horny covering on the upper surface of the tip of the human finger or toe. —v. 1 fasten with a nail or nails. 2 secure or get hold of (a person or thing). 3 keep (attention etc.) Fixed. 4 expose or discover (a lie or liar).  nail down 1 bind (a person) to a promise etc. 2 define precisely. 3 fasten (a thing) with nails. Nail in a person's coffin something thought to increase the risk of death. On the nail (esp. Of payment) without delay. [old english]
Naked|ˈneɪ·kɪd|adj.|1 without clothes; nude. 2 without its usual covering. 3 undisguised (the naked truth). 4 (of a light, flame, sword, etc.) Unprotected or unsheathed.  nakedly adv. Nakedness n. [old english]
Name|neɪm|—n.|1 word by which an individual person, family, animal, place, or thing is spoken of etc. 2 a (usu. Abusive) term used of a person etc. (called him names). B word denoting an object or esp. A class of objects etc. (what is the name of those flowers?). 3 famous person. 4 reputation, esp. A good one. —v. (-ming) 1 give a name to. 2 state the name of. 3 mention; specify; cite. 4 nominate.  have to one's name possess. In the name of as representing; by virtue of (in the name of the law). In name only not in reality. Make a name for oneself become famous.  nameable adj. [old english]
Narrow|ˈnær·oʊ|—adj. (-er, -est)|1 a of small width. B confined or confining (within narrow bounds). 2 of limited scope (in the narrowest sense). 3 with little margin (narrow escape). 4 precise; exact. 5 = *narrow-minded. —n. (usu. In pl.) Narrow part of a strait, river, pass, street, etc. —v. Become or make narrow; contract; lessen.  narrowly adv. Narrowness n. [old english]
National|ˈnæʃ·ə·nəl|—adj.|1 of a, or the, nation. 2 characteristic of a particular nation. —n. 1 citizen of a specified country. 2 fellow-countryman. 3 (the national) = *grand national.  nationally adv.
Nation|ˈneɪ·ʃən|n.|Community of people of mainly common descent, history, language, etc., forming a state or inhabiting a territory. [latin: related to *natal]
Natural|ˈnætʃ·ər·əl|—adj.|1 a existing in or caused by nature (natural landscape). B uncultivated (in its natural state). 2 in the course of nature (died of natural causes). 3 not surprising; to be expected (natural for her to be upset). 4 unaffected, spontaneous. 5 innate (natural talent for music). 6 not disguised or altered (as by make-up etc.). 7 likely or suited by its or their nature to be such (natural enemies; natural leader). 8 physically existing (the natural world). 9 illegitimate. 10 mus. (of a note) not sharpened or flattened (b natural). —n. 1 colloq. (usu. Foll. By for) person or thing naturally suitable, adept, etc. 2 mus. A sign denoting a return to natural pitch. B natural note.  naturalness n. [latin: related to *nature]
Naturally|ˈnætʃ·ər·ə·li|adv.|1 in a natural manner. 2 (qualifying a whole sentence) as might be expected; of course.
Nature|ˈneɪ·tʃər|n.|1 thing's or person's innate or essential qualities or character. 2 (often nature) a physical power causing all material phenomena. B these phenomena. 3 kind or class (things of this nature). 4 inherent impulses determining character or action.  by nature innately. In (or by) the nature of things 1 inevitable. 2 inevitably. [latin natura: related to *natal]
Navy|ˈneɪ·vi|n. (pl. -ies)|1 (often the navy) a whole body of a state's ships of war, including crews, maintenance systems, etc. B officers and men of a navy. 2 (in full navy blue) dark-blue colour as of naval uniforms. 3 poet. Fleet of ships. [romanic navia ship: related to *naval]
Near|nɪər|—adv.|1 (often foll. By to) to or at a short distance in space or time. 2 closely (as near as one can guess). —prep. 1 to or at a short distance from (in space, time, condition, or resemblance). 2 (in comb.) Almost (near-hysterical). —adj. 1 close (to), not far (in place or time) (my flat's very near; the man nearest you; in the near future). 2 a closely related. B intimate. 3 (of a part of a vehicle, animal, or road) on the left side. 4 close; narrow (near escape). 5 similar (to) (is nearer the original). 6 colloq. Niggardly. —v. Approach; draw near to.  come (or go) near (foll. By verbal noun, or to + verbal noun) be on the point of, almost succeed in. Near at hand within easy reach. Near the knuckle colloq. Verging on the indecent.  nearish adj. Nearness n. [old norse, originally = nigher: related to *nigh]
Nearby|ˌnɪərˈbɑɪ|—adj.|Near in position. —adv. Close; not far away.
Nearly|ˈnɪər·li|adv.|1 almost. 2 closely.  not nearly nothing like.
Neat|nit|adj.|1 tidy and methodical. 2 elegantly simple. 3 brief, clear, and pointed. 4 a cleverly executed. B dexterous. 5 (of esp. Alcoholic liquor) undiluted.  neatly adv. Neatness n. [french net from latin nitidus shining]
Necessary|ˈnes·əˌser·i|—adj.|1 requiring to be done; requisite, essential. 2 determined, existing, or happening by natural laws etc., not by free will; inevitable. —n. (pl. -ies) (usu. In pl.) Any of the basic requirements of life.  the necessary colloq. 1 money. 2 an action etc. Needed for a purpose.  necessarily adv. [latin necesse needful]
Neck|nek|—n.|1 a part of the body connecting the head to the shoulders. B part of a garment round the neck. 2 something resembling a neck; narrow part of a cavity, vessel, or object such as a bottle or violin. 3 length of a horse's head and neck as a measure of its lead in a race. 4 flesh of an animal's neck as food. 5 slang impudence. —v. Colloq. Kiss and caress amorously.  get it in the neck colloq. 1 be severely reprimanded or punished. 2 suffer a severe blow. Up to one's neck (often foll. By in) colloq. Very deeply involved; very busy. [old english]
Needle|ˈni·dəl|—n.|1 a very thin pointed rod of smooth steel etc. With a slit (‘eye’) for thread at the blunt end, used in sewing. B larger plastic, wooden, etc. Slender rod without an eye, used in knitting etc. 2 pointer on a dial. 3 any of several small thin pointed instruments, esp.: a the end of a hypodermic syringe. B = *stylus 1. 4 a obelisk (cleopatra's needle). B pointed rock or peak. 5 leaf of a fir or pine tree. 6 (the needle) slang fit of bad temper or nervousness. —v. (-ling) colloq. Irritate; provoke. [old english]
Need|nid|—v.|1 stand in want of; require. 2 (foll. By to + infin.; 3rd sing. Present neg. Or interrog. Need without to) be under the necessity or obligation (needs to be done well; he need not come; need you ask?). —n. 1 requirement (my needs are few). 2 circumstances requiring some course of action (no need to worry; if need be).
Negative|ˈneɡ·ə·t̬ɪv|—adj.|1 expressing or implying denial, prohibition, or refusal (negative answer). 2 (of a person or attitude) lacking positive attributes. 3 marked by the absence of qualities (negative reaction). 4 of the opposite nature to a thing regarded as positive. 5 (of a quantity) less than zero, to be subtracted from others or from zero. 6 electr. A of the kind of charge carried by electrons. B containing or producing such a charge. —n. 1 negative statement or word. 2 photog. A image with black and white reversed or colours replaced by complementary ones, from which positive pictures are obtained. B developed film or plate bearing such an image. —v. (-ving) 1 refuse to accept or countenance; veto. 2 disprove. 3 contradict (a statement). 4 neutralize (an effect).  in the negative with negative effect.  negatively adv. Negativity n.
Neighbourhood||n. (us neighborhood)|1 district; vicinity. 2 people of a district.  in the neighbourhood of roughly; about.
Neighbour-(us||neighbor)|—n. 1 person living next door to or near or nearest another. 2 fellow human being. 3 person or thing near or next to another. —v. Border on; adjoin. [old english: related to *nigh, *boor]
Neither|ˈniː·ðər|—adj.|& pron. (foll. By sing. Verb) not the one nor the other (of two things); not either (neither of the accusations is true; neither of them knows; neither wish was granted; neither went to the fair). —adv. 1 not either; not on the one hand (foll. By nor; introducing the first of two or more things in the negative: neither knowing nor caring; neither the teachers nor the parents nor the children). 2 also not (if you do not, neither shall i). —conj. Archaic nor yet; nor (i know not, neither can i guess). [old english: related to *no2, *whether]
Nephew|ˈnef·ju|n.|Son of one's brother or sister or of one's spouse's brother or sister. [latin nepos]
Nerve|nɜrv|—n.|1 a fibre or bundle of fibres that transmits impulses of sensation or motion between the brain or spinal cord and other parts of the body. B material constituting these. 2 a coolness in danger; bravery. B colloq. Impudence. 3 (in pl.) Nervousness; mental or physical stress. —v. (-ving) 1 (usu. Refl.) Brace (oneself) to face danger etc. 2 give strength, vigour, or courage to.  get on a person's nerves irritate a person. [latin nervus sinew, bowstring]
Nervous|ˈnɜr·vəs|adj.|1 easily upset, timid, highly strung. 2 anxious. 3 affecting the nerves. 4 (foll. By of + verbal noun) afraid (am nervous of meeting them).  nervously adv. Nervousness n.
Nest|nest|—n.|1 structure or place where a bird lays eggs and shelters its young. 2 any creature's breeding-place or lair. 3 snug retreat or shelter. 4 brood or swarm. 5 group or set of similar objects, often of different sizes and fitting one inside the other (nest of tables). —v. 1 use or build a nest. 2 take wild birds' nests or eggs. 3 (of objects) fit together or one inside another. [old english]
Network|ˈnetˌwɜrk|—n.|1 arrangement of intersecting horizontal and vertical lines. 2 complex system of railways etc. 3 people connected by the exchange of information etc., professionally or socially. 4 system of connected electrical conductors. 5 group of broadcasting stations connected for the simultaneous broadcast of a programme. 6 chain of interconnected computers. —v. Broadcast on a network.
Never|ˈnev·ər|adv.|1 a at no time; on no occasion; not ever. B colloq. As an emphatic negative (i never heard you come in). 2 not at all (never fear). 3 colloq. (expressing surprise) surely not (you never left the door open!).  well i never! Expressing great surprise. [old english, = not ever]
Nevertheless|ˌnev·ər·ðəˈles|adv.|In spite of that; notwithstanding.
New|nu|—adj.|1 a of recent origin or arrival. B made, discovered, acquired, or experienced recently or now for the first time. 2 in original condition; not worn or used. 3 a renewed; reformed (new life; the new order). B reinvigorated (felt like a new person). 4 different from a recent previous one (has a new job). 5 (often foll. By to) unfamiliar or strange (all new to me). 6 (usu. Prec. By the) often derog. A later, modern. B newfangled. C given to new or modern ideas. D recently affected by social change (the new rich). 7 (often prec. By the) advanced in method or theory. 8 (in place-names) discovered or founded later than and named after (new york). —adv. (usu. In comb.) Newly, recently (new-found; new-baked).  newish adj. Newness n. [old english]
Newly|ˈnu·li|adv.|1 recently. 2 afresh, anew.
News|nuz|n.pl. (usu. Treated as sing.)|1 information about important or interesting recent events, esp. When published or broadcast. 2 (prec. By the) broadcast report of news. 3 newly received or noteworthy information. [from *new]
Newspaper|ˈnuzˌpeɪ·pər|n.|1 printed publication of loose folded sheets containing news, advertisements, correspondence, etc. 2 paper forming this (wrapped in newspaper).
Next|nekst|—adj.|1 (often foll. By to) being, positioned, or living nearest. 2 nearest in order of time; soonest encountered (next friday; ask the next person you see). —adv. 1 (often foll. By to) in the nearest place or degree (put it next to mine). 2 on the first or soonest occasion (when we next meet). —n. Next person or thing. —prep. Colloq. Next to.  next to almost (next to nothing left). [old english, superlative of *nigh]
Nice|nɑɪs|adj.|1 pleasant, satisfactory. 2 (of a person) kind, good-natured. 3 iron. Bad or awkward (nice mess). 4 fine or subtle (nice distinction). 5 fastidious; delicately sensitive. 6 (foll. By an adj., often with and) satisfactory in terms of the quality described (a nice long time; nice and warm).  nicely adv. Niceness n. Nicish adj. (also niceish). [originally = foolish, from latin nescius ignorant]
Niece|nis|n.|Daughter of one's brother or sister or of one's spouse's brother or sister. [latin neptis granddaughter]
Night|nɑɪt|n.|1 period of darkness between one day and the next; time from sunset to sunrise. 2 nightfall. 3 darkness of night. 4 night or evening appointed for some activity regarded in a certain way (last night of the proms). [old english]
Nine|naɪn|adj.|& n. 1 one more than eight. 2 symbol for this (9, ix, ix). 3 size etc. Denoted by nine. [old english]
Nineteen|ˌnɑɪnˈtin|adj.|& n. 1 one more than eighteen. 2 symbol for this (19, xix, xix). 3 size etc. Denoted by nineteen.  talk nineteen to the dozen see *dozen.  nineteenth adj. & n. [old english]
Ninety|ˈnɑɪn·t̬i|adj.|& n. (pl. -ies) 1 product of nine and ten. 2 symbol for this (90, xc, xc). 3 (in pl.) Numbers from 90 to 99, esp. The years of a century or of a person's life.  ninetieth adj. & n. [old english]
Ninth|nɑɪnθ|adj.|& n. 1 next after eighth. 2 any of nine equal parts of a thing.  ninthly adv.
Nobody|ˈnoʊ·bʌd·i|—pron.|No person. —n. (pl. -ies) person of no importance.
Noise|nɔɪz|—n.|1 sound, esp. A loud or unpleasant one. 2 series or confusion of loud sounds. 3 irregular fluctuations accompanying a transmitted signal. 4 (in pl.) Conventional remarks, or speechlike sounds without actual words (made sympathetic noises). —v. (-sing) (usu. In passive) make public; spread abroad (a person's fame or a fact). [latin *nausea]
Noisy|ˈnɔɪ·zi|adj. (-ier, -iest)|1 making much noise. 2 full of noise.  noisily adv. Noisiness n.
None|nʌn|—pron.|1 (foll. By of) a not any of (none of this concerns me; none of them have found it). B not any one of (none of them has come). 2 a no persons (none but fools believe it). B no person (none but a fool believes it). 3 (usu. With the preceding noun implied) not any (you have money and i have none). —adv. (foll. By the + compar., or so, too) by no amount; not at all (am none the wiser). [old english, = not one]
Non-|ˌnɑːnˈslɪp|prefix|giving the negative sense of words with which it is combined. [latin non not]
Nonsense|ˈnɑnˌsens|n.|1 (often as int.) Absurd or meaningless words or ideas. 2 foolish or extravagant conduct.  nonsensical adj. Nonsensically adv.
No-one-|ˈnoʊ|n. No person; nobody.|
Nor|nɔr|conj.|And not; and not either (neither one thing nor the other; can neither read nor write). [contraction of obsolete nother: related to *no2, *whether]
Normal|ˈnɔr·məl|—adj.|1 conforming to a standard; regular, usual, typical. 2 free from mental or emotional disorder. 3 geom. (of a line) at right angles, perpendicular. —n. 1 a normal value of a temperature etc. B usual state, level, etc. 2  line at right angles.  normalcy n. Esp. Us. Normality n. [latin normalis: related to *norm]
Normally|ˈnɔr·mə·li|adv.|1 in a normal manner. 2 usually.
Northern|ˈnɔr·ðərn|adj.|Of or in the north.  northernmost adj.  [old english]
North|nɔrθ|—n.|1 a point of the horizon 90° anticlockwise from east. B compass point corresponding to this. C direction in which this lies. 2 (usu. The north) a part of a country or town lying to the north. B the industrialized nations. —adj. 1 towards, at, near, or facing the north. 2 from the north (north wind). —adv. 1 towards, at, or near the north. 2 (foll. By of) further north than.  to the north (often foll. By of) in a northerly direction. [old english]
Nose|noʊz|—n.|1 organ above the mouth of a human or animal, used for smelling and breathing. 2 a sense of smell. B ability to detect a particular thing (a nose for scandal). 3 odour or perfume of wine etc. 4 front end or projecting part of a thing, e.g. Of a car or aircraft. —v. (-sing) 1 (usu. Foll. By about, around, etc.) Pry or search. 2 (often foll. By out) a perceive the smell of, discover by smell. B detect. 3 thrust one's nose against or into. 4 make one's way cautiously forward.  by a nose by a very narrow margin.
Not|nɑt|adv.|Expressing negation, esp.: 1 (also n't joined to a preceding verb) following an auxiliary verb or be or (in a question) the subject of such a verb (i cannot say; she isn't there; am i not right?). 2 used elliptically for a negative phrase etc. (is she coming? — i hope not; do you want it? — certainly not!).  not at all (in polite reply to thanks) there is no need for thanks. Not half see *half. Not quite 1 almost. 2 noticeably not (not quite proper). [contraction of *nought]
Note|noʊt|—n.|1 brief written record as an aid to memory (often in pl.: make notes). 2 observation, usu. Unwritten, of experiences etc. (compare notes). 3 short or informal letter. 4 formal diplomatic communication. 5 short annotation or additional explanation in a book etc. 6 a = *banknote. B written promise of payment. 7 a notice, attention (worthy of note). B eminence (person of note). 8  a single musical tone of definite pitch. B written sign representing its pitch and duration. C key of a piano etc. 9 quality or tone of speaking, expressing mood or attitude etc. (note of optimism). —v. (-ting) 1 observe, notice; give attention to. 2 (often foll. By down) record as a thing to be remembered or observed. 3 (in passive; often foll. By for) be well known.  hit (or strike) the right note speak or act in exactly the right manner. [latin nota mark (n.), noto mark (v.)]
Nothing|ˈnʌθ·ɪŋ|—n.|1 not anything (nothing has been done). 2 no thing (often foll. By compl.: i see nothing that i want). 3 person or thing of no importance. 4 non-existence; what does not exist. 5 no amount; nought. —adv. Not at all, in no way.  be (or have) nothing to do with 1 have no connection with. 2 not be involved or associated with. For nothing 1 at no cost. 2 to no purpose. Have nothing on 1 be naked. 2 have no engagements. Nothing doing colloq. 1 no prospect of success or agreement. 2 i refuse. [old english: related to *no1, *thing]
Noticeable|ˈnoʊ·t̬ɪ·sə·bəl|adj.|Perceptible; noteworthy.  noticeably adv.
Notice|ˈnoʊ·t̬ɪs|—n.|1 attention, observation (escaped my notice). 2 displayed sheet etc. Bearing an announcement. 3 a intimation or warning, esp. A formal one. B formal announcement or declaration of intention to end an agreement or leave employment at a specified time. 4 short published review of a new play, book, etc. —v. (-cing) (often foll. By that, how, etc.) Perceive, observe.  at short (or a moment's) notice with little warning. Take notice (or no notice) show signs (or no signs) of interest. Take notice of 1 observe. 2 act upon. [latin notus known]
November|noʊˈvem·bər|n.|Eleventh month of the year. [latin novem nine, originally the 9th month of the roman year]
Now|nɑʊ|—adv.|1 at the present or mentioned time. 2 immediately (i must go now). 3 by this time. 4 under the present circumstances (i cannot now agree). 5 on this further occasion (what do you want now?). 6 in the immediate past (just now). 7 (esp. In a narrative) then, next (the police now arrived). 8 (without reference to time, giving various tones to a sentence) surely, i insist, i wonder, etc. (now what do you mean by that?; oh come now!). —conj. (often foll. By that) as a consequence of the fact (now that i am older). —n. This time; the present.  for now until a later time (goodbye for now). Now and again (or then) from time to time; intermittently. [old english]
Nowhere|ˈnoʊˌhweər|—adv.|In or to no place. —pron. No place.  get nowhere make no progress. Nowhere near not nearly. [old english]
Nuclear|ˈnu·kli·ər|adj.|1 of, relating to, or constituting a nucleus. 2 using nuclear energy.
Number|ˈnʌm·bər|—n.|1 a arithmetical value representing a particular quantity. B word, symbol, or figure representing this. C arithmetical value showing position in a series (registration number). 2 (often foll. By of) total count or aggregate (the number of accidents has decreased). 3 numerical reckoning (the laws of number). 4 a (in sing. Or pl.) Quantity, amount (a large number of people; only in small numbers). B (a number of) several (of). C (in pl.) Numerical preponderance (force of numbers). 5 person or thing having a place in a series, esp. A single issue of a magazine, an item in a programme, etc. 6 company, collection, group (among our number). 7 gram. A classification of words by their singular or plural forms. B such a form. —v. 1 include (i number you among my friends). 2 assign a number or numbers to. 3 amount to (a specified number). 4 count.  one's days are numbered one does not have long to live. Have a person's number colloq. Understand a person's real motives, character, etc. One's number is up colloq. One is doomed to die soon. Without number innumerable. [latin numerus]
Nurse|nɜrs|—n.|1 person trained to care for the sick or infirm and assist doctors or dentists. 2 = *nursemaid. —v. (-sing) 1 a work as a nurse. B attend to (a sick person). 2 feed or be fed at the breast. 3 hold or treat carefully. 4 a foster; promote the development of. B harbour (a grievance etc.). [latin: related to *nourish]
Nut|nʌt|n.|1 a fruit consisting of a hard or tough shell around an edible kernel. B this kernel. 2 pod containing hard seeds. 3 small usu. Hexagonal flat piece of metal etc. With a threaded hole through it for screwing on the end of a bolt to secure it. 4 slang person's head. 5 slang crazy or eccentric person. 6 small lump (of coal etc.). 7 (in pl.) Coarse slang testicles. do one's nut slang be extremely angry. [old english]
Obey|oʊˈbeɪ|v.|1 a carry out the command of. B carry out (a command). 2 do what one is told to do. 3 be actuated by (a force or impulse). [latin obedio from audio hear]
Objective|əbˈdʒek·tɪv|—adj.|1 external to the mind; actually existing. 2 dealing with outward things or exhibiting facts uncoloured by feelings or opinions. 3 gram. (of a case or word) in the form appropriate to the object. —n. 1 something sought or aimed at. 2 gram. Objective case.  objectively adv. Objectivity n. [medieval latin: related to *object]
Object|ˈɑb·dʒɪkt|—n.|1 material thing that can be seen or touched. 2 person or thing to which action or feeling is directed (object of attention). 3 thing sought or aimed at. 4 gram. Noun or its equivalent governed by an active transitive verb or by a preposition. 5 philos. Thing external to the thinking mind or subject. —v. (often foll. By to, against) 1 express opposition, disapproval, or reluctance. 2 protest.  no object not forming an important or restricting factor (money no object).  objector n. [latin jacio ject- throw]
Observation|ˌɑb·zərˈveɪ·ʃən|n.|1 observing or being observed. 2 power of perception. 3 remark, comment. 4 thing observed by esp. Scientific study.  observational adj.
Observe|əbˈzɜrv|v. (-ving)|1 perceive, become aware of. 2 watch carefully. 3 a follow or keep (rules etc.). B celebrate or perform (an occasion, rite, etc.). 4 remark. 5 take note of scientifically.  observable adj. [latin servo watch, keep]
Obtain|əbˈteɪn|v.|1 acquire, secure; have granted to one, get. 2 be in vogue, prevail.  obtainable adj. [latin teneo hold]
Obvious|ˈɑb·vi·əs|adj.|Easily seen, recognized, or understood.  obviously adv. Obviousness n. [latin ob viam in the way]
Occasion|əˈkeɪ·ʒən|—n.|1 a special event or happening. B time of this. 2 reason, need. 3 suitable juncture, opportunity. 4 immediate but subordinate cause. —v. Cause, esp. Incidentally.  on occasion now and then; when the need arises. [latin occido occas- go down]
Occupy|ˈɑk·jəˌpɑɪ|v. (-ies, -ied)|1 live in; be the tenant of. 2 take up or fill (space, time, or a place). 3 hold (a position or office). 4 take military possession of. 5 place oneself in (a building etc.) Forcibly or without authority as a protest. 6 keep busy or engaged. [latin occupo seize]
Occur|əˈkɜr|v. (-rr-)|1 come into being as an event or process. 2 exist or be encountered in some place or conditions. 3 (foll. By to) come into the mind of. [latin occurro befall]
Ocean|ˈoʊ·ʃən|n.|1 large expanse of sea, esp. Each of the main areas called the atlantic, pacific, indian, arctic, and antarctic oceans. 2 (often in pl.) Colloq. Very large expanse or quantity.  oceanic adj. [greek okeanos]
October|ɑkˈtoʊ·bər|n.|Tenth month of the year. [latin octo eight, originally the 8th month of the roman year]
Odd|ɑd|adj.|1 strange, remarkable, eccentric. 2 casual, occasional (odd jobs; odd moments). 3 not normally considered; unconnected (in some odd corner; picks up odd bargains). 4 a (of numbers) not integrally divisible by two, e.g. 1, 3, 5. B bearing such a number (no parking on odd dates). 5 left over when the rest have been distributed or divided into pairs (odd sock). 6 detached from a set or series (odd volumes). 7 (appended to a number, sum, weight, etc.) Somewhat more than (forty odd; forty-odd people). 8 by which a round number, given sum, etc., is exceeded (we have 102 – do you want the odd 2?).  oddly adv. Oddness n. [old norse oddi angle, point, third or odd number]
Off|ɔf|—adv.|1 away; at or to a distance (drove off; 3 miles off). 2 out of position; not on, touching, or attached; loose, separate, gone (has come off; take your coat off). 3 so as to be rid of (sleep it off). 4 so as to break continuity or continuance; discontinued, stopped (turn off the radio; take a day off; the game is off). 5 not available on a menu etc. (chips are off). 6 to the end; entirely; so as to be clear (clear off; finish off; pay off). 7 situated as regards money, supplies, etc. (well off). 8 off stage (noises off). 9 (of food etc.) Beginning to decay. —prep. 1 a from; away, down, or up from (fell off the chair; took something off the price). B not on (off the pitch). 2 a temporarily relieved of or abstaining from (off duty). B temporarily not attracted by (off his food). C not achieving (off form). 3 using as a source or means of support (live off the land). 4 leading from; not far from (a street off the strand). 5 at a short distance to sea from (sank off cape horn). —adj. 1 far, further (off side of the wall). 2 (of a part of a vehicle, animal, or road) right (the off front wheel). 3 cricket designating the half of the field (as divided lengthways through the pitch) to which the striker's feet are pointed. 4 colloq. A annoying, unfair (that's really off). B somewhat unwell (feeling a bit off).  —n. 1 the off side in cricket. 2 start of a race.  off and on intermittently; now and then. Off the cuff see *cuff1. Off the peg see *peg. [var. Of *of]
Offence||n. (us offense)|1 illegal act; transgression. 2 upsetting of feelings, insult; umbrage (give offence; take offence). 3 aggressive action. [related to *offend]
Offend|əˈfend|v.|1 cause offence to, upset. 2 displease, anger. 3 (often foll. By against) do wrong; transgress.  offender n. Offending adj. [latin offendo offens- strike against, displease]
Offense|əˈfens|n. (brit. Offence)|1 illegal act; transgression. 2 upsetting of feelings, insult; umbrage (give offence; take offence). 3 aggressive action. [related to *offend]
Offensive|əˈfen·sɪv|—adj.|1 causing offence; insulting. 2 disgusting. 3 a aggressive, attacking. B (of a weapon) for attacking. —n. Aggressive action, attitude, or campaign.  offensively adv. Offensiveness n.
Offer|ˈɔ·fər|—v.|1 present for acceptance, refusal, or consideration. 2 (foll. By to + infin.) Express readiness or show intention. 3 provide; give an opportunity for. 4 make available for sale. 5 present to the attention. 6 present (a sacrifice etc.). 7 present itself; occur (as opportunity offers). 8 attempt (violence, resistance, etc.). —n. 1 expression of readiness to do or give if desired, or to buy or sell. 2 amount offered. 3 proposal (esp. Of marriage). 4 bid.  on offer for sale at a certain (esp. Reduced) price. [latin offero oblat-]
Office|ˈɔ·fɪs|n.|1 room or building used as a place of business, esp. For clerical or administrative work. 2 room or area for a particular business (ticket office). 3 local centre of a large business (our london office). 4 position with duties attached to it. 5 tenure of an official position (hold office). 6 (office) quarters, staff, or collective authority of a government department etc. (foreign office). 7 duty, task, function. 8 (usu. In pl.) Piece of kindness; service (esp. Through the good offices of). 9 authorized form of worship. [latin officium from opus work, facio fic- do]
Officer|ˈɔ·fə·sər|n.|1 person holding a position of authority or trust, esp. One with a commission in the army, navy, air force, etc. 2 policeman or policewoman. 3 holder of a post in a society (e.g. The president or secretary).
Official|əˈfɪʃ·əl|—adj.|1 of an office or its tenure. 2 characteristic of officials and bureaucracy. 3 properly authorized. —n. Person holding office or engaged in official duties.  officialdom n. Officially adv.
Of|ʌv|prep.|Expressing: 1 origin or cause (paintings of turner; died of cancer). 2 material or substance (house of cards; built of bricks). 3 belonging or connection (thing of the past; articles of clothing; head of the business). 4 identity or close relation (city of rome; a pound of apples; a fool of a man). 5 removal or separation (north of the city; got rid of them; robbed us of £1000). 6 reference or direction (beware of the dog; suspected of lying; very good of you; short of money). 7 objective relation (love of music; in search of peace). 8 partition, classification, or inclusion (no more of that; part of the story; this sort of book). 9 description, quality, or condition (the hour of prayer; person of tact; girl of ten; on the point of leaving). 10 us time in relation to the following hour (a quarter of three).  be of possess, give rise to (is of great interest). Of an evening (or morning etc.) Colloq. 1 on most evenings (or mornings etc.). 2 at some time in the evenings (or mornings etc.). Of late recently. Of old formerly. [old english]
Often|ˈɒf·tən|adv. (oftener, oftenest)|1 a frequently; many times. B at short intervals. 2 in many instances.
Oh|oʊ|int. (also o)|expressing surprise, pain, entreaty, etc.  oh (or o) for i wish i had. [var. Of *o4]
